Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Purple Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Blue Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Brown Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Green Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Red Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Black Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Lamp Controller Down
chiselsandbits:block_bit:0, Chiseled Bit - Pillar of Black Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Block of Black Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Black Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Wood Casing
chiselsandbits:block_bit:0, Chiseled Bit - Block of Charcoal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enderpearl
chiselsandbits:block_bit:0, Chiseled Bit - Casing
chiselsandbits:block_bit:0, Chiseled Bit - Ender Casing
chiselsandbits:block_bit:0, Chiseled Bit - Iron Casing
chiselsandbits:block_bit:0, Chiseled Bit - Rock Crystal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Starmetal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Aquamarine Shale
chiselsandbits:block_bit:0, Chiseled Bit - Marble
chiselsandbits:block_bit:0, Chiseled Bit - Marble Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Marble Pillar
chiselsandbits:block_bit:0, Chiseled Bit - Marble Arch
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Marble
chiselsandbits:block_bit:0, Chiseled Bit - Engraved Marble
chiselsandbits:block_bit:0, Chiseled Bit - Runed Marble
chiselsandbits:block_bit:0, Chiseled Bit - Sooty Marble
chiselsandbits:block_bit:0, Chiseled Bit - Sooty Marble Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Sooty Marble Pillar
chiselsandbits:block_bit:0, Chiseled Bit - Sooty Marble Arch
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Sooty Marble
chiselsandbits:block_bit:0, Chiseled Bit - Engraved Sooty Marble
chiselsandbits:block_bit:0, Chiseled Bit - Runed Sooty Marble
chiselsandbits:block_bit:0, Chiseled Bit - Infused Wood
chiselsandbits:block_bit:0, Chiseled Bit - Infused Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Infused Wood Column
chiselsandbits:block_bit:0, Chiseled Bit - Infused Wood Arch
chiselsandbits:block_bit:0, Chiseled Bit - Engraved Infused Wood
chiselsandbits:block_bit:0, Chiseled Bit - Enriched Infused Wood
chiselsandbits:block_bit:0, Chiseled Bit - Vibrant Infused Wood
chiselsandbits:block_bit:0, Chiseled Bit - Gaia Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Densinium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nebula Tungsten
chiselsandbits:block_bit:0, Chiseled Bit - Block of Elven Blessed Tungsten
chiselsandbits:block_bit:0, Chiseled Bit - Block of Freshy Tungsten
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tungsten
chiselsandbits:block_bit:0, Chiseled Bit - Block of Chaos-W Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Energized Tungsten
chiselsandbits:block_bit:0, Chiseled Bit - Litherite
chiselsandbits:block_bit:0, Chiseled Bit - Litherite Paver
chiselsandbits:block_bit:0, Chiseled Bit - Litherite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Litherite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Erodium
chiselsandbits:block_bit:0, Chiseled Bit - Erodium Paver
chiselsandbits:block_bit:0, Chiseled Bit - Erodium Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Erodium Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Kyronite
chiselsandbits:block_bit:0, Chiseled Bit - Kyronite Paver
chiselsandbits:block_bit:0, Chiseled Bit - Kyronite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Kyronite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Pladium
chiselsandbits:block_bit:0, Chiseled Bit - Pladium Paver
chiselsandbits:block_bit:0, Chiseled Bit - Pladium Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Pladium Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Ionite
chiselsandbits:block_bit:0, Chiseled Bit - Ionite Paver
chiselsandbits:block_bit:0, Chiseled Bit - Ionite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Ionite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Aethium
chiselsandbits:block_bit:0, Chiseled Bit - Aethium Paver
chiselsandbits:block_bit:0, Chiseled Bit - Aethium Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Aethium Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite Paver
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Interconnect
chiselsandbits:block_bit:0, Chiseled Bit - Well
chiselsandbits:block_bit:0, Chiseled Bit - Honey Block
chiselsandbits:block_bit:0, Chiseled Bit - Honeycomb Block
chiselsandbits:block_bit:0, Chiseled Bit - Pressed Wax Block
chiselsandbits:block_bit:0, Chiseled Bit - Waxcomb Block
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Canola Oil
chiselsandbits:block_bit:0, Chiseled Bit - Refined Canola Oil
chiselsandbits:block_bit:0, Chiseled Bit - Crystallized Oil
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Oil
chiselsandbits:block_bit:0, Chiseled Bit - Crude Oil
chiselsandbits:block_bit:0, Chiseled Bit - Destabilized Redstone
chiselsandbits:block_bit:0, Chiseled Bit - Energized Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Resonant Ender
chiselsandbits:block_bit:0, Chiseled Bit - Blazing Pyrotheum
chiselsandbits:block_bit:0, Chiseled Bit - Gelid Cryotheum
chiselsandbits:block_bit:0, Chiseled Bit - Zephyrean Aerotheum
chiselsandbits:block_bit:0, Chiseled Bit - Tectonic Petrotheum
chiselsandbits:block_bit:0, Chiseled Bit - Primal Mana
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Fluided Mana
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Menril Resin
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Chorus
chiselsandbits:block_bit:0, Chiseled Bit - Oxygen
chiselsandbits:block_bit:0, Chiseled Bit - Hydrogen
chiselsandbits:block_bit:0, Chiseled Bit - Deuterium
chiselsandbits:block_bit:0, Chiseled Bit - Tritium
chiselsandbits:block_bit:0, Chiseled Bit - Helium-3
chiselsandbits:block_bit:0, Chiseled Bit - Helium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron-10
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron-11
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium-6
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium-7
chiselsandbits:block_bit:0, Chiseled Bit - Molten Ferroboron
chiselsandbits:block_bit:0, Chiseled Bit - Molten Tough Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Molten Hard Carbon
chiselsandbits:block_bit:0, Chiseled Bit - Molten Beryllium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Manganese
chiselsandbits:block_bit:0, Chiseled Bit - Molten Manganese Dioxide
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sulfur
chiselsandbits:block_bit:0, Chiseled Bit - Molten Arsenic
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Helium
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Nitrogen
chiselsandbits:block_bit:0, Chiseled Bit - Plasma
chiselsandbits:block_bit:0, Chiseled Bit - Neutron Fluid
chiselsandbits:block_bit:0, Chiseled Bit - Ethanol
chiselsandbits:block_bit:0, Chiseled Bit - Methanol
chiselsandbits:block_bit:0, Chiseled Bit - RadAway Fluid
chiselsandbits:block_bit:0, Chiseled Bit - Slow-Acting RadAway Fluid
chiselsandbits:block_bit:0, Chiseled Bit - Nitrogen
chiselsandbits:block_bit:0, Chiseled Bit - Fluorine
chiselsandbits:block_bit:0, Chiseled Bit - Carbon Dioxide
chiselsandbits:block_bit:0, Chiseled Bit - Carbon Monoxide
chiselsandbits:block_bit:0, Chiseled Bit - Ethylene
chiselsandbits:block_bit:0, Chiseled Bit - Fluoromethane
chiselsandbits:block_bit:0, Chiseled Bit - Ammonia
chiselsandbits:block_bit:0, Chiseled Bit - Oxygen Difluoride
chiselsandbits:block_bit:0, Chiseled Bit - Diborane
chiselsandbits:block_bit:0, Chiseled Bit - Sulfur Dioxide
chiselsandbits:block_bit:0, Chiseled Bit - Sulfur Trioxide
chiselsandbits:block_bit:0, Chiseled Bit - Hydrofluoric Acid
chiselsandbits:block_bit:0, Chiseled Bit - Boric Acid
chiselsandbits:block_bit:0, Chiseled Bit - Sulfuric Acid
chiselsandbits:block_bit:0, Chiseled Bit - Boron Nitride Solution
chiselsandbits:block_bit:0, Chiseled Bit - Fluorite Water
chiselsandbits:block_bit:0, Chiseled Bit - Calcium Sulfate Solution
chiselsandbits:block_bit:0, Chiseled Bit - Sodium Fluoride Solution
chiselsandbits:block_bit:0, Chiseled Bit - Potassium Fluoride Solution
chiselsandbits:block_bit:0, Chiseled Bit - Sodium Hydroxide Solution
chiselsandbits:block_bit:0, Chiseled Bit - Potassium Hydroxide Solution
chiselsandbits:block_bit:0, Chiseled Bit - Borax Solution
chiselsandbits:block_bit:0, Chiseled Bit - Corium
chiselsandbits:block_bit:0, Chiseled Bit - Chocolate Liquor
chiselsandbits:block_bit:0, Chiseled Bit - Cocoa Butter
chiselsandbits:block_bit:0, Chiseled Bit - Molten Unsweetened Chocolate
chiselsandbits:block_bit:0, Chiseled Bit - Molten Dark Chocolate
chiselsandbits:block_bit:0, Chiseled Bit - Molten Milk Chocolate
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sugar
chiselsandbits:block_bit:0, Chiseled Bit - Molten Gelatin
chiselsandbits:block_bit:0, Chiseled Bit - Hydrated Gelatin
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Marshmallow
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium Fluoride
chiselsandbits:block_bit:0, Chiseled Bit - Molten Beryllium Fluoride
chiselsandbits:block_bit:0, Chiseled Bit - Molten FLiBe Salt Mixture
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sodium Hydroxide
chiselsandbits:block_bit:0, Chiseled Bit - Molten Potassium Hydroxide
chiselsandbits:block_bit:0, Chiseled Bit - High Pressure Steam
chiselsandbits:block_bit:0, Chiseled Bit - Exhaust Steam
chiselsandbits:block_bit:0, Chiseled Bit - Low Pressure Steam
chiselsandbits:block_bit:0, Chiseled Bit - Low Quality Steam
chiselsandbits:block_bit:0, Chiseled Bit - Preheated Water
chiselsandbits:block_bit:0, Chiseled Bit - Condensate Water
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sodium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Potassium
chiselsandbits:block_bit:0, Chiseled Bit - Eutectic NaK Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Hot Eutectic NaK Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron Arsenide
chiselsandbits:block_bit:0, Chiseled Bit - Silicon Carbide Vapor
chiselsandbits:block_bit:0, Chiseled Bit - Molten Alugentum
chiselsandbits:block_bit:0, Chiseled Bit - Molten Alumina
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Molten Alumite
chiselsandbits:block_bit:0, Chiseled Bit - Molten Terrasteel
chiselsandbits:block_bit:0, Chiseled Bit - Molten Elementium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Manasteel
chiselsandbits:block_bit:0, Chiseled Bit - Molten Mirion
chiselsandbits:block_bit:0, Chiseled Bit - Molten Psimetal
chiselsandbits:block_bit:0, Chiseled Bit - Molten Infinity
chiselsandbits:block_bit:0, Chiseled Bit - Molten Starmetal
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:tape_measure, Tape Measure
chiselsandbits:bittank, Chiseled Fluid Bit Tank
chiselsandbits:chiseled_wood, Chiseled Wood
chiselsandbits:chiseled_rock, Chiseled Rock
chiselsandbits:chiseled_iron, Chiseled Metal
chiselsandbits:chiseled_cloth, Chiseled Cloth
chiselsandbits:chiseled_ice, Chiseled Ice
chiselsandbits:chiseled_packedice, Chiseled Packed Ice
chiselsandbits:chiseled_clay, Chiseled Clay
chiselsandbits:chiseled_glass, Chiseled Glass
chiselsandbits:chiseled_sand, Chiseled Sand
chiselsandbits:chiseled_ground, Chiseled Ground
chiselsandbits:chiseled_grass, Chiseled Grass
chiselsandbits:chiseled_snow, Chiseled Snow
chiselsandbits:chiseled_fluid, Chiseled Fluid
chiselsandbits:chiseled_leaves, Chiseled Leaves
contenttweaker:living_tungsten_ingot, Fleshy Tungsten Ingot
contenttweaker:dithered_tungsten_ingot, Dithered Tungsten Ingot
contenttweaker:blessed_tungsten_ingot, Elven Blessed Tungsten Ingot
contenttweaker:charged_draconium_ingot, Charged Draconium Ingot
contenttweaker:block_densium:0, Block of Densinium
contenttweaker:block_nebula_tungsten:0, Block of Nebula Tungsten
contenttweaker:tungsten_dust, Tungsten Dust
contenttweaker:energized_tungsten_ingot, Energized Tungsten Ingot
contenttweaker:block_blessed_tungsten:0, Block of Elven Blessed Tungsten
contenttweaker:hot_tungsten_ingot, Hot Tungsten Ingot
contenttweaker:block_living_tungsten:0, Block of Freshy Tungsten
contenttweaker:tungsten_ingot, Tungsten Ingot
contenttweaker:densium_ingot, Densinium Ingot
contenttweaker:tiny_tungsten_dust, Tiny Tungsten Dust
contenttweaker:impure_tungsten_ingot, Impure Tungsten Ingot
contenttweaker:block_tungsten:0, Block of Tungsten
contenttweaker:nebula_tungsten_ingot, Nebula Tungsten Ingot
contenttweaker:chaos_tungsten_ingot, Chaos-Tungsten Alloy Ingot
contenttweaker:block_chaos_tungsten:0, Block of Chaos-W Alloy
contenttweaker:block_energized_tungsten:0, Block of Energized Tungsten
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:probenote, The One Probe Read Me
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
theoneprobe:probe_goggles, The One Probe (Bauble)
patchouli:guide_book, Guide Book
valkyrielib:guide, Digital Guide
valkyrielib:modifier_component, Modifier Component
valkyrielib:modifier_speed, Speed Modifier
environmentaltech:litherite, Litherite
environmentaltech:litherite_paver, Litherite Paver
environmentaltech:litherite_bricks, Litherite Bricks
environmentaltech:litherite_tiles, Litherite Tiles
environmentaltech:litherite_stairs, Litherite Stairs
environmentaltech:litherite_brick_stairs, Litherite Brick Stairs
environmentaltech:litherite_tile_stairs, Litherite Tile Stairs
environmentaltech:litherite_slab:0, Litherite Slab
environmentaltech:litherite_paver_slab:0, Litherite Paver Slab
environmentaltech:litherite_brick_slab:0, Litherite Brick Slab
environmentaltech:litherite_tile_slab:0, Litherite Tile Slab
environmentaltech:erodium, Erodium
environmentaltech:erodium_paver, Erodium Paver
environmentaltech:erodium_bricks, Erodium Bricks
environmentaltech:erodium_tiles, Erodium Tiles
environmentaltech:erodium_stairs, Erodium Stairs
environmentaltech:erodium_brick_stairs, Erodium Brick Stairs
environmentaltech:erodium_tile_stairs, Erodium Tile Stairs
environmentaltech:erodium_slab:0, Erodium Slab
environmentaltech:erodium_paver_slab:0, Erodium Paver Slab
environmentaltech:erodium_brick_slab:0, Erodium Brick Slab
environmentaltech:erodium_tile_slab:0, Erodium Tile Slab
environmentaltech:kyronite, Kyronite
environmentaltech:kyronite_paver, Kyronite Paver
environmentaltech:kyronite_bricks, Kyronite Bricks
environmentaltech:kyronite_tiles, Kyronite Tiles
environmentaltech:kyronite_stairs, Kyronite Stairs
environmentaltech:kyronite_brick_stairs, Kyronite Brick Stairs
environmentaltech:kyronite_tile_stairs, Kyronite Tile Stairs
environmentaltech:kyronite_slab:0, Kyronite Slab
environmentaltech:kyronite_paver_slab:0, Kyronite Paver Slab
environmentaltech:kyronite_brick_slab:0, Kyronite Brick Slab
environmentaltech:kyronite_tile_slab:0, Kyronite Tile Slab
environmentaltech:pladium, Pladium
environmentaltech:pladium_paver, Pladium Paver
environmentaltech:pladium_bricks, Pladium Bricks
environmentaltech:pladium_tiles, Pladium Tiles
environmentaltech:pladium_stairs, Pladium Stairs
environmentaltech:pladium_brick_stairs, Pladium Brick Stairs
environmentaltech:pladium_tile_stairs, Pladium Tile Stairs
environmentaltech:pladium_slab:0, Pladium Slab
environmentaltech:pladium_paver_slab:0, Pladium Paver Slab
environmentaltech:pladium_brick_slab:0, Pladium Brick Slab
environmentaltech:pladium_tile_slab:0, Pladium Tile Slab
environmentaltech:ionite, Ionite
environmentaltech:ionite_paver, Ionite Paver
environmentaltech:ionite_bricks, Ionite Bricks
environmentaltech:ionite_tiles, Ionite Tiles
environmentaltech:ionite_stairs, Ionite Stairs
environmentaltech:ionite_brick_stairs, Ionite Brick Stairs
environmentaltech:ionite_tile_stairs, Ionite Tile Stairs
environmentaltech:ionite_slab:0, Ionite Slab
environmentaltech:ionite_paver_slab:0, Ionite Paver Slab
environmentaltech:ionite_brick_slab:0, Ionite Brick Slab
environmentaltech:ionite_tile_slab:0, Ionite Tile Slab
environmentaltech:aethium, Aethium
environmentaltech:aethium_paver, Aethium Paver
environmentaltech:aethium_bricks, Aethium Bricks
environmentaltech:aethium_tiles, Aethium Tiles
environmentaltech:aethium_stairs, Aethium Stairs
environmentaltech:aethium_brick_stairs, Aethium Brick Stairs
environmentaltech:aethium_tile_stairs, Aethium Tile Stairs
environmentaltech:aethium_slab:0, Aethium Slab
environmentaltech:aethium_paver_slab:0, Aethium Paver Slab
environmentaltech:aethium_brick_slab:0, Aethium Brick Slab
environmentaltech:aethium_tile_slab:0, Aethium Tile Slab
environmentaltech:lonsdaleite, Lonsdaleite
environmentaltech:lonsdaleite_paver, Lonsdaleite Paver
environmentaltech:lonsdaleite_bricks, Lonsdaleite Bricks
environmentaltech:lonsdaleite_tiles, Lonsdaleite Tiles
environmentaltech:lonsdaleite_stairs, Lonsdaleite Stairs
environmentaltech:lonsdaleite_brick_stairs, Lonsdaleite Brick Stairs
environmentaltech:lonsdaleite_tile_stairs, Lonsdaleite Tile Stairs
environmentaltech:lonsdaleite_slab:0, Lonsdaleite Slab
environmentaltech:lonsdaleite_paver_slab:0, Lonsdaleite Paver Slab
environmentaltech:lonsdaleite_brick_slab:0, Lonsdaleite Brick Slab
environmentaltech:lonsdaleite_tile_slab:0, Lonsdaleite Tile Slab
environmentaltech:mica, Mica
environmentaltech:litherite_crystal, Litherite Crystal
environmentaltech:erodium_crystal, Erodium Crystal
environmentaltech:kyronite_crystal, Kyronite Crystal
environmentaltech:pladium_crystal, Pladium Crystal
environmentaltech:ionite_crystal, Ionite Crystal
environmentaltech:aethium_crystal, Aethium Crystal
environmentaltech:lonsdaleite_crystal, Lonsdaleite Crystal
environmentaltech:interconnect, Interconnect
environmentaltech:tool_multiblock_assembler, Assembler
environmentaltech:connector, Connector
environmentaltech:modifier_null, Null Modifier
environmentaltech:modifier_speed, Speed Modifier
environmentaltech:modifier_luck, Luck Modifier
environmentaltech:structure_frame_1, Structure Frame Tier 1
environmentaltech:structure_frame_2, Structure Frame Tier 2
environmentaltech:structure_frame_3, Structure Frame Tier 3
environmentaltech:structure_frame_4, Structure Frame Tier 4
environmentaltech:structure_frame_5, Structure Frame Tier 5
environmentaltech:structure_frame_6, Structure Frame Tier 6
environmentaltech:structure_panel, Structure Panel
environmentaltech:structure_panel_clear, Clear Structure Panel
environmentaltech:lightning_rod, Lightning Rod
environmentaltech:lightning_rod_insulated, Insulated Lightning Rod
environmentaltech:lightning_cont_1, Lightning Controller Tier 1
environmentaltech:lightning_cont_2, Lightning Controller Tier 2
environmentaltech:lightning_cont_3, Lightning Controller Tier 3
environmentaltech:lightning_cont_4, Lightning Controller Tier 4
environmentaltech:lightning_cont_5, Lightning Controller Tier 5
environmentaltech:lightning_cont_6, Lightning Controller Tier 6
environmentaltech:solar_cont_1, Solar Array Controller Tier 1
environmentaltech:solar_cont_2, Solar Array Controller Tier 2
environmentaltech:solar_cont_3, Solar Array Controller Tier 3
environmentaltech:solar_cont_4, Solar Array Controller Tier 4
environmentaltech:solar_cont_5, Solar Array Controller Tier 5
environmentaltech:solar_cont_6, Solar Array Controller Tier 6
environmentaltech:solar_cell_litherite, Litherite Solar Cell
environmentaltech:solar_cell_erodium, Erodium Solar Cell
environmentaltech:solar_cell_kyronite, Kyronite Solar Cell
environmentaltech:solar_cell_pladium, Pladium Solar Cell
environmentaltech:solar_cell_ionite, Ionite Solar Cell
environmentaltech:solar_cell_aethium, Aethium Solar Cell
environmentaltech:modifier_piezo, Piezo Modifier
environmentaltech:photovoltaic_cell, Photovoltaic Cell
environmentaltech:thermal_cell, Thermal Cell
environmentaltech:laser_core, Laser Core
environmentaltech:laser_lens, Clear Laser Lens
environmentaltech:laser_lens_crystal, Crystal Laser Lens
environmentaltech:laser_lens_colored:0, White Laser Lens
environmentaltech:laser_lens_colored:1, Orange Laser Lens
environmentaltech:laser_lens_colored:2, Magenta Laser Lens
environmentaltech:laser_lens_colored:3, Light Blue Laser Lens
environmentaltech:laser_lens_colored:4, Yellow Laser Lens
environmentaltech:laser_lens_colored:5, Lime Laser Lens
environmentaltech:laser_lens_colored:6, Pink Laser Lens
environmentaltech:laser_lens_colored:7, Gray Laser Lens
environmentaltech:laser_lens_colored:8, Light Gray Laser Lens
environmentaltech:laser_lens_colored:9, Cyan Laser Lens
environmentaltech:laser_lens_colored:10, Purple Laser Lens
environmentaltech:laser_lens_colored:11, Blue Laser Lens
environmentaltech:laser_lens_colored:12, Brown Laser Lens
environmentaltech:laser_lens_colored:13, Green Laser Lens
environmentaltech:laser_lens_colored:14, Red Laser Lens
environmentaltech:laser_lens_colored:15, Black Laser Lens
environmentaltech:modifier_accuracy, Accuracy Modifier
environmentaltech:diode, Diode
environmentaltech:void_ore_miner_cont_1, Void Ore Miner Controller Tier 1
environmentaltech:void_ore_miner_cont_2, Void Ore Miner Controller Tier 2
environmentaltech:void_ore_miner_cont_3, Void Ore Miner Controller Tier 3
environmentaltech:void_ore_miner_cont_4, Void Ore Miner Controller Tier 4
environmentaltech:void_ore_miner_cont_5, Void Ore Miner Controller Tier 5
environmentaltech:void_ore_miner_cont_6, Void Ore Miner Controller Tier 6
environmentaltech:void_res_miner_cont_1, Void Resource Miner Controller Tier 1
environmentaltech:void_res_miner_cont_2, Void Resource Miner Controller Tier 2
environmentaltech:void_res_miner_cont_3, Void Resource Miner Controller Tier 3
environmentaltech:void_res_miner_cont_4, Void Resource Miner Controller Tier 4
environmentaltech:void_res_miner_cont_5, Void Resource Miner Controller Tier 5
environmentaltech:void_res_miner_cont_6, Void Resource Miner Controller Tier 6
environmentaltech:void_botanic_miner_cont_1, Void Botanic Miner Controller Tier 1
environmentaltech:void_botanic_miner_cont_2, Void Botanic Miner Controller Tier 2
environmentaltech:void_botanic_miner_cont_3, Void Botanic Miner Controller Tier 3
environmentaltech:void_botanic_miner_cont_4, Void Botanic Miner Controller Tier 4
environmentaltech:void_botanic_miner_cont_5, Void Botanic Miner Controller Tier 5
environmentaltech:void_botanic_miner_cont_6, Void Botanic Miner Controller Tier 6
environmentaltech:modifier_creative_flight, Creative Flight Modifier
environmentaltech:modifier_flight_speed, Flight Speed Modifier
environmentaltech:modifier_haste, Haste Modifier
environmentaltech:modifier_strength, Strength Modifier
